source,titre,prix_eur,surface_m2,quartier,type_bien,description,url,date_scrape
SeLoger,"1 / 6 D 285 000 € 2 524 €/m² Découvrez les options de financement Appartement à vendre 6 pièces · 4 chambres · 112,9 m² · Étage 1/3 Le Faron-Fort-Rouge, Toulon ",285000.0,112.9,,Appartement,,https://www.seloger.com/annonces/achat/appartement/toulon-83/le-faron-fort-rouge/262041263.htm?serp_view=list&search=distributionTypes%3DBuy%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR34378%26priceMax%3D500000%26page%3D2&sort_order_ab_test=sort_order_variant&feature_aiEnrichment=true#ln=classified_search_results&m=classified_search_results_classified_classified_detail_XL,2026-03-09T15:42:45.429994+00:00
SeLoger,"1 / 11 E 400 000 € 4 444 €/m² Découvrez les options de financement Maison de plain-pied à vendre 5 pièces · 3 chambres · 90 m² · 510 m² de terrain Les Moulins, ",400000.0,90.0,,Maison,,https://www.seloger.com/annonces/achat/maison/toulon-83/les-moulins/259367577.htm?serp_view=list&search=distributionTypes%3DBuy%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR34378%26priceMax%3D500000%26page%3D3&sort_order_ab_test=sort_order_variant&feature_aiEnrichment=true#ln=classified_search_results&m=classified_search_results_classified_classified_detail_XL,2026-03-09T15:42:45.429994+00:00
SeLoger,"1 / 8 B 165 000 € 4 459 €/m² Découvrez les options de financement Appartement à vendre 2 pièces · 1 chambre · 37 m² · Étage 5/5 Mourillon-Centre, Toulon (83000)",165000.0,37.0,,Appartement,,https://www.seloger.com/annonces/achat/appartement/toulon-83/mourillon-centre/251355907.htm?serp_view=list&search=distributionTypes%3DBuy%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR34378%26priceMax%3D500000%26page%3D3&sort_order_ab_test=sort_order_variant&feature_aiEnrichment=true#ln=classified_search_results&m=classified_search_results_classified_classified_detail_XL,2026-03-09T15:42:45.431394+00:00
SeLoger,1 / 8 C 99 000 € 2 415 €/m² Découvrez les options de financement Appartement à vendre 2 pièces · 1 chambre · 41 m² · Étage 2/18 Toulon (83000) GAMBETTA IMMOBILI,99000.0,41.0,,Appartement,,https://www.seloger.com/annonces/achat/appartement/toulon-83/260084799.htm?serp_view=list&search=distributionTypes%3DBuy%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR34378%26priceMax%3D500000%26page%3D3&sort_order_ab_test=sort_order_variant&feature_aiEnrichment=true#ln=classified_search_results&m=classified_search_results_classified_classified_detail_XL,2026-03-09T15:42:45.431394+00:00
SeLoger,"1 / 6 C 219 000 € 3 650 €/m² Découvrez les options de financement Appartement à vendre 3 pièces · 2 chambres · 60 m² · Étage 1/1 Cap Brun , Toulon (83000) ROYAL",219000.0,60.0,,Appartement,,https://www.seloger.com/annonces/achat/appartement/toulon-83/cap-brun/258799403.htm?serp_view=list&search=distributionTypes%3DBuy%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR34378%26priceMax%3D500000%26page%3D3&sort_order_ab_test=sort_order_variant&feature_aiEnrichment=true#ln=classified_search_results&m=classified_search_results_classified_classified_detail_XL,2026-03-09T15:42:45.431394+00:00
SeLoger,1 / 10 D 259 000 € 3 700 €/m² Découvrez les options de financement Appartement à vendre 3 pièces · 2 chambres · 70 m² · RDC Toulon (83200) CENTURY 21 OUEST IMMO,259000.0,70.0,,Appartement,,https://www.seloger.com/annonces/achat/appartement/toulon-83/250248391.htm?serp_view=list&search=distributionTypes%3DBuy%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR34378%26priceMax%3D500000%26page%3D3&sort_order_ab_test=sort_order_variant&feature_aiEnrichment=true#ln=classified_search_results&m=classified_search_results_classified_classified_detail_XL,2026-03-09T15:42:45.431394+00:00
SeLoger,1 / 9 B 219 000 € 3 650 €/m² Découvrez les options de financement Appartement à vendre 3 pièces · 2 chambres · 60 m² · Étage 1/4 Toulon (83000) CABINET 3000,219000.0,60.0,,Appartement,,https://www.seloger.com/annonces/achat/appartement/toulon-83/256911459.htm?serp_view=list&search=distributionTypes%3DBuy%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR34378%26priceMax%3D500000%26page%3D3&sort_order_ab_test=sort_order_variant&feature_aiEnrichment=true#ln=classified_search_results&m=classified_search_results_classified_classified_detail_XL,2026-03-09T15:42:45.431394+00:00
SeLoger,1 / 7 C 328 000 € 4 260 €/m² Investissez dans l'immobilier Maison à vendre 4 pièces · 3 chambres · 77 m² · 170 m² de terrain Toulon (83100) Exclusivité CABINET ,328000.0,77.0,,Maison,,https://www.seloger.com/annonces/achat/maison/toulon-83/261822051.htm?serp_view=list&search=distributionTypes%3DBuy%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR34378%26priceMax%3D500000%26page%3D3&sort_order_ab_test=sort_order_variant&feature_aiEnrichment=true#ln=classified_search_results&m=classified_search_results_classified_classified_detail_XL,2026-03-09T15:42:45.431394+00:00
SeLoger,"1 / 5 C 139 000 € 3 787 €/m² Découvrez les options de financement Appartement à vendre 2 pièces · 1 chambre · 36,7 m² · Étage 3/5 Toulon (83000) Immo center",139000.0,36.7,,Appartement,,https://www.seloger.com/annonces/achat/appartement/toulon-83/256322611.htm?serp_view=list&search=distributionTypes%3DBuy%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR34378%26priceMax%3D500000%26page%3D3&sort_order_ab_test=sort_order_variant&feature_aiEnrichment=true#ln=classified_search_results&m=classified_search_results_classified_classified_detail_XL,2026-03-09T15:42:45.431394+00:00
SeLoger,1 / 9 D 499 000 € 2 772 €/m² Découvrez les options de financement Maison à vendre 9 pièces · 7 chambres · 180 m² · 400 m² de terrain Toulon (83000) Exclusivité ,499000.0,180.0,,Maison,,https://www.seloger.com/annonces/achat/maison/toulon-83/248289355.htm?serp_view=list&search=distributionTypes%3DBuy%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR34378%26priceMax%3D500000%26page%3D3&sort_order_ab_test=sort_order_variant&feature_aiEnrichment=true#ln=classified_search_results&m=classified_search_results_classified_classified_detail_XL,2026-03-09T15:42:45.431394+00:00
SeLoger,"1 / 5 C 130 000 € 3 067 €/m² Découvrez les options de financement Duplex à vendre 2 pièces · 1 chambre · 42,4 m² · 1er étage Toulon (83200) Exclusivité CENTURY ",130000.0,42.4,,Autre,,https://www.seloger.com/annonces/achat/appartement/toulon-83/255877199.htm?serp_view=list&search=distributionTypes%3DBuy%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR34378%26priceMax%3D500000%26page%3D3&sort_order_ab_test=sort_order_variant&feature_aiEnrichment=true#ln=classified_search_results&m=classified_search_results_classified_classified_detail_XL,2026-03-09T15:42:45.431394+00:00
SeLoger,"1 / 5 D 115 000 € 2 264 €/m² Découvrez les options de financement Appartement à vendre 2 pièces · 1 chambre · 50,8 m² · 2ème étage Toulon (83200) CENTURY 21 OUE",115000.0,50.8,,Appartement,,https://www.seloger.com/annonces/achat/appartement/toulon-83/254934491.htm?serp_view=list&search=distributionTypes%3DBuy%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR34378%26priceMax%3D500000%26page%3D3&sort_order_ab_test=sort_order_variant&feature_aiEnrichment=true#ln=classified_search_results&m=classified_search_results_classified_classified_detail_XL,2026-03-09T15:42:45.431394+00:00
SeLoger,"1 / 5 C 270 000 € 2 842 €/m² Découvrez les options de financement Villa à vendre 4 pièces · 2 chambres · 95 m² Temple, Toulon (83200) Agence GIO",270000.0,95.0,,Autre,,https://www.seloger.com/annonces/achat/maison/toulon-83/temple/231322073.htm?serp_view=list&search=distributionTypes%3DBuy%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR34378%26priceMax%3D500000%26page%3D3&sort_order_ab_test=sort_order_variant&feature_aiEnrichment=true#ln=classified_search_results&m=classified_search_results_classified_classified_detail_XL,2026-03-09T15:42:45.431394+00:00
SeLoger,1 / 6 D 117 000 € 1 918 €/m² Découvrez les options de financement Appartement à vendre 3 pièces · 2 chambres · 61 m² · 5ème étage Toulon (83000) GAMBETTA IMMOBI,117000.0,61.0,,Appartement,,https://www.seloger.com/annonces/achat/appartement/toulon-83/256786735.htm?serp_view=list&search=distributionTypes%3DBuy%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR34378%26priceMax%3D500000%26page%3D3&sort_order_ab_test=sort_order_variant&feature_aiEnrichment=true#ln=classified_search_results&m=classified_search_results_classified_classified_detail_XL,2026-03-09T15:42:45.431394+00:00
SeLoger,"1 / 3 E 200 000 € 3 226 €/m² Découvrez les options de financement Appartement à vendre 3 pièces · 1 chambre · 62 m² · RDC/3 Cap Brun , Toulon (83000) ROYAL IMMO",200000.0,62.0,,Appartement,,https://www.seloger.com/annonces/achat/appartement/toulon-83/cap-brun/256202523.htm?serp_view=list&search=distributionTypes%3DBuy%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR34378%26priceMax%3D500000%26page%3D3&sort_order_ab_test=sort_order_variant&feature_aiEnrichment=true#ln=classified_search_results&m=classified_search_results_classified_classified_detail_L,2026-03-09T15:42:45.431394+00:00
SeLoger,"1 / 7 E 478 800 € 4 237 €/m² Découvrez les options de financement Maison à vendre 5 pièces · 3 chambres · 113 m² · 833 m² de terrain Notre Dame des Routes, Toul",478800.0,113.0,,Maison,,https://www.seloger.com/annonces/achat/maison/toulon-83/notre-dame-des-routes/251303447.htm?serp_view=list&search=distributionTypes%3DBuy%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR34378%26priceMax%3D500000%26page%3D3&sort_order_ab_test=sort_order_variant&feature_aiEnrichment=true#ln=classified_search_results&m=classified_search_results_classified_classified_detail_XL,2026-03-09T15:42:45.431394+00:00
SeLoger,1 / 4 C 117 000 € 2 089 €/m² Découvrez les options de financement Appartement à vendre 3 pièces · 2 chambres · 56 m² · 4ème étage Toulon (83000) GAMBETTA IMMOBI,117000.0,56.0,,Appartement,,https://www.seloger.com/annonces/achat/appartement/toulon-83/257255489.htm?serp_view=list&search=distributionTypes%3DBuy%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR34378%26priceMax%3D500000%26page%3D3&sort_order_ab_test=sort_order_variant&feature_aiEnrichment=true#ln=classified_search_results&m=classified_search_results_classified_classified_detail_XL,2026-03-09T15:42:45.431394+00:00
SeLoger,1 / 15 D 135 000 € 3 214 €/m² Découvrez les options de financement Appartement à vendre 2 pièces · 1 chambre · 42 m² · Étage 6/6 Toulon (83000) SERVICES ENTRE A,135000.0,42.0,,Appartement,,https://www.seloger.com/annonces/achat/appartement/toulon-83/261481833.htm?serp_view=list&search=distributionTypes%3DBuy%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR34378%26priceMax%3D500000%26page%3D3&sort_order_ab_test=sort_order_variant&feature_aiEnrichment=true#ln=classified_search_results&m=classified_search_results_classified_classified_detail_L,2026-03-09T15:42:45.431394+00:00
SeLoger,TOULON IMMOBILIER CONSEIL 1 / 9 A 225 000 € 3 879 €/m² Découvrez les options de financement Appartement à vendre 3 pièces · 2 chambres · 58 m² · Étage 3/4 Saint,225000.0,58.0,,Appartement,,https://www.seloger.com/annonces/achat/appartement/toulon-83/sainte-musse/261632349.htm?serp_view=list&search=distributionTypes%3DBuy%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR34378%26priceMax%3D500000%26page%3D3&sort_order_ab_test=sort_order_variant&feature_aiEnrichment=true#ln=classified_search_results&m=classified_search_results_classified_classified_detail_L,2026-03-09T15:42:45.431394+00:00
SeLoger,TOULON IMMOBILIER CONSEIL 1 / 10 B 345 000 € 3 053 €/m² Investissez dans l'immobilier Appartement à vendre 5 pièces · 4 chambres · 113 m² · Étage 8/15 Champ de ,345000.0,113.0,,Appartement,,https://www.seloger.com/annonces/achat/appartement/toulon-83/champ-de-mars/261854605.htm?serp_view=list&search=distributionTypes%3DBuy%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR34378%26priceMax%3D500000%26page%3D3&sort_order_ab_test=sort_order_variant&feature_aiEnrichment=true#ln=classified_search_results&m=classified_search_results_classified_classified_detail_L,2026-03-09T15:42:45.431394+00:00
SeLoger,1 / 13 Nouveau C 270 000 € 3 176 €/m² Découvrez les options de financement Appartement à vendre 4 pièces · 3 chambres · 85 m² · Étage 2/5 Toulon (83000) IBOX VA,270000.0,85.0,,Appartement,,https://www.seloger.com/annonces/achat/appartement/toulon-83/262567013.htm?serp_view=list&search=distributionTypes%3DBuy%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR34378%26priceMax%3D500000%26page%3D3&sort_order_ab_test=sort_order_variant&feature_aiEnrichment=true#ln=classified_search_results&m=classified_search_results_classified_classified_detail_L,2026-03-09T15:42:45.431394+00:00
SeLoger,"1 / 9 D 180 000 € 3 273 €/m² Découvrez les options de financement Appartement à vendre 3 pièces · 1 chambre · 55 m² · Étage 2/3 Les Moulins, Toulon (83200) Excl",180000.0,55.0,,Appartement,,https://www.seloger.com/annonces/achat/appartement/toulon-83/les-moulins/262161957.htm?serp_view=list&search=distributionTypes%3DBuy%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR34378%26priceMax%3D500000%26page%3D3&sort_order_ab_test=sort_order_variant&feature_aiEnrichment=true#ln=classified_search_results&m=classified_search_results_classified_classified_detail_L,2026-03-09T15:42:45.432268+00:00
SeLoger,KEYSTONE IMMOBILIER 1 / 7 D 91 000 € 3 033 €/m² Découvrez les options de financement Appartement à vendre 1 pièce · 30 m² · 2ème étage Toulon (83200) KEYSTONE I,91000.0,30.0,,Appartement,,https://www.seloger.com/annonces/achat/appartement/toulon-83/261346303.htm?serp_view=list&search=distributionTypes%3DBuy%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR34378%26priceMax%3D500000%26page%3D3&sort_order_ab_test=sort_order_variant&feature_aiEnrichment=true#ln=classified_search_results&m=classified_search_results_classified_classified_detail_L,2026-03-09T15:42:45.432268+00:00
SeLoger,KEYSTONE IMMOBILIER 1 / 9 C 315 000 € 3 150 €/m² Découvrez les options de financement Appartement à vendre 5 pièces · 4 chambres · 100 m² · Étage 2/7 Toulon (83,315000.0,100.0,,Appartement,,https://www.seloger.com/annonces/achat/appartement/toulon-83/262053175.htm?serp_view=list&search=distributionTypes%3DBuy%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR34378%26priceMax%3D500000%26page%3D3&sort_order_ab_test=sort_order_variant&feature_aiEnrichment=true#ln=classified_search_results&m=classified_search_results_classified_classified_detail_L,2026-03-09T15:42:45.432268+00:00
SeLoger,1 / 10 Nouveau F 194 000 € 2 694 €/m² Découvrez les options de financement Maison à vendre 4 pièces · 3 chambres · 72 m² · 110 m² de terrain Toulon (83100) IBOX,194000.0,72.0,,Maison,,https://www.seloger.com/annonces/achat/maison/toulon-83/262642413.htm?serp_view=list&search=distributionTypes%3DBuy%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR34378%26priceMax%3D500000%26page%3D3&sort_order_ab_test=sort_order_variant&feature_aiEnrichment=true#ln=classified_search_results&m=classified_search_results_classified_classified_detail_L,2026-03-09T15:42:45.432268+00:00
SeLoger,"1 / 7 E 129 000 € 2 745 €/m² Investissez dans l'immobilier Appartement à vendre 2 pièces · 1 chambre · 47 m² · Étage 4/6 Saint Roch, Toulon (83000) MONDINI IMO",129000.0,47.0,,Appartement,,https://www.seloger.com/annonces/achat/appartement/toulon-83/super-toulon/259136703.htm?serp_view=list&search=distributionTypes%3DBuy%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR34378%26priceMax%3D500000%26page%3D3&sort_order_ab_test=sort_order_variant&feature_aiEnrichment=true#ln=classified_search_results&m=classified_search_results_classified_classified_detail_L,2026-03-09T15:42:45.432268+00:00
SeLoger,1 / 12 Nouveau A 160 000 € 4 571 €/m² Découvrez les options de financement Appartement à vendre 2 pièces · 1 chambre · 35 m² · Étage 2/6 Toulon (83100) IBOX Eco,160000.0,35.0,,Appartement,,https://www.seloger.com/annonces/achat/appartement/toulon-83/262419837.htm?serp_view=list&search=distributionTypes%3DBuy%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR34378%26priceMax%3D500000%26page%3D3&sort_order_ab_test=sort_order_variant&feature_aiEnrichment=true#ln=classified_search_results&m=classified_search_results_classified_classified_detail_L,2026-03-09T15:42:45.432268+00:00
SeLoger,1 / 10 Nouveau F 220 000 € 3 056 €/m² Découvrez les options de financement Maison à vendre 4 pièces · 3 chambres · 72 m² · 182 m² de terrain Toulon (83100) IBOX,220000.0,72.0,,Maison,,https://www.seloger.com/annonces/achat/maison/toulon-83/262630719.htm?serp_view=list&search=distributionTypes%3DBuy%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR34378%26priceMax%3D500000%26page%3D3&sort_order_ab_test=sort_order_variant&feature_aiEnrichment=true#ln=classified_search_results&m=classified_search_results_classified_classified_detail_L,2026-03-09T15:42:45.432268+00:00
SeLoger,"1 / 33 C 345 000 € 2 255 €/m² Découvrez les options de financement Appartement à vendre 6 pièces · 4 chambres · 153 m² · Étage 5/17 Super-Toulon, Toulon (83000)",345000.0,153.0,,Appartement,,https://www.seloger.com/annonces/achat/appartement/toulon-83/super-toulon/245028393.htm?serp_view=list&search=distributionTypes%3DBuy%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR34378%26priceMax%3D500000%26page%3D3&sort_order_ab_test=sort_order_variant&feature_aiEnrichment=true#ln=classified_search_results&m=classified_search_results_classified_classified_detail_L,2026-03-09T15:42:45.432268+00:00
SeLoger,"1 / 9 Nouveau D 207 500 € 2 904 €/m² Découvrez les options de financement Appartement à vendre 4 pièces · 3 chambres · 71,5 m² · RDC/3 Toulon (83000) IBOX Ecoqu",207500.0,71.5,,Appartement,,https://www.seloger.com/annonces/achat/appartement/toulon-83/262366127.htm?serp_view=list&search=distributionTypes%3DBuy%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR34378%26priceMax%3D500000%26page%3D3&sort_order_ab_test=sort_order_variant&feature_aiEnrichment=true#ln=classified_search_results&m=classified_search_results_classified_classified_detail_L,2026-03-09T15:42:45.432268+00:00
SeLoger,"1 / 10 D 205 000 € 2 808 €/m² Découvrez les options de financement Appartement à vendre 3 pièces · 2 chambres · 73 m² · Étage 7/7 Bon Rencontre, Toulon (83200) ",205000.0,73.0,,Appartement,,https://www.seloger.com/annonces/achat/appartement/toulon-83/bon-rencontre/247335221.htm?serp_view=list&search=distributionTypes%3DBuy%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR34378%26priceMax%3D500000%26page%3D4&sort_order_ab_test=sort_order_variant&feature_aiEnrichment=true#ln=classified_search_results&m=classified_search_results_classified_classified_detail_L,2026-03-09T15:42:45.433111+00:00
SeLoger,"1 / 12 D 175 000 € 2 652 €/m² Découvrez les options de financement Appartement à vendre 3 pièces · 2 chambres · 66 m² · Étage 2/3 Saint Roch, Toulon (83000) IMM",175000.0,66.0,,Appartement,,https://www.seloger.com/annonces/achat/appartement/toulon-83/saint-roch/256139805.htm?serp_view=list&search=distributionTypes%3DBuy%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR34378%26priceMax%3D500000%26page%3D4&sort_order_ab_test=sort_order_variant&feature_aiEnrichment=true#ln=classified_search_results&m=classified_search_results_classified_classified_detail_L,2026-03-09T15:42:45.433111+00:00
SeLoger,"KEYSTONE IMMOBILIER 1 / 8 D 92 000 € 2 026 €/m² Découvrez les options de financement Appartement à vendre 3 pièces · 2 chambres · 45,4 m² · Étage 2/3 Toulon (83",92000.0,45.4,,Appartement,,https://www.seloger.com/annonces/achat/appartement/toulon-83/261346301.htm?serp_view=list&search=distributionTypes%3DBuy%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR34378%26priceMax%3D500000%26page%3D4&sort_order_ab_test=sort_order_variant&feature_aiEnrichment=true#ln=classified_search_results&m=classified_search_results_classified_classified_detail_L,2026-03-09T15:42:45.433111+00:00
SeLoger,1 / 14 E 270 000 € 2 842 €/m² Investissez dans l'immobilier Appartement à vendre 4 pièces · 2 chambres · 95 m² · Étage 1/1 Toulon (83100) Exclusivité IBOX LES S,270000.0,95.0,,Appartement,,https://www.seloger.com/annonces/achat/appartement/toulon-83/260541097.htm?serp_view=list&search=distributionTypes%3DBuy%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR34378%26priceMax%3D500000%26page%3D4&sort_order_ab_test=sort_order_variant&feature_aiEnrichment=true#ln=classified_search_results&m=classified_search_results_classified_classified_detail_L,2026-03-09T15:42:45.433111+00:00
SeLoger,1 / 12 C 267 000 € 3 708 €/m² Découvrez les options de financement Appartement à vendre 5 pièces · 4 chambres · 72 m² · Étage 2/5 Toulon (83000) Exclusivité IBO,267000.0,72.0,,Appartement,,https://www.seloger.com/annonces/achat/appartement/toulon-83/260654841.htm?serp_view=list&search=distributionTypes%3DBuy%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR34378%26priceMax%3D500000%26page%3D4&sort_order_ab_test=sort_order_variant&feature_aiEnrichment=true#ln=classified_search_results&m=classified_search_results_classified_classified_detail_L,2026-03-09T15:42:45.433111+00:00
SeLoger,TOULON IMMOBILIER CONSEIL 1 / 7 B 184 000 € 2 217 €/m² Découvrez les options de financement Appartement à vendre 4 pièces · 2 chambres · 83 m² · Étage 7/9 Toulo,184000.0,83.0,,Appartement,,https://www.seloger.com/annonces/achat/appartement/toulon-83/260052067.htm?serp_view=list&search=distributionTypes%3DBuy%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR34378%26priceMax%3D500000%26page%3D4&sort_order_ab_test=sort_order_variant&feature_aiEnrichment=true#ln=classified_search_results&m=classified_search_results_classified_classified_detail_L,2026-03-09T15:42:45.433111+00:00
SeLoger,1 / 8 Nouveau 198 000 € 3 536 €/m² Découvrez les options de financement Appartement à vendre 3 pièces · 2 chambres · 56 m² · Étage 4/7 Toulon (83100) Exclusivit,198000.0,56.0,,Appartement,,https://www.seloger.com/annonces/achat/appartement/toulon-83/262566707.htm?serp_view=list&search=distributionTypes%3DBuy%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR34378%26priceMax%3D500000%26page%3D4&sort_order_ab_test=sort_order_variant&feature_aiEnrichment=true#ln=classified_search_results&m=classified_search_results_classified_classified_detail_L,2026-03-09T15:42:45.433111+00:00
SeLoger,"1 / 15 D 269 000 € 2 874 €/m² Découvrez les options de financement Appartement à vendre 5 pièces · 3 chambres · 93,6 m² · Étage 2/8 Toulon (83200) Exclusivité I",269000.0,93.6,,Appartement,,https://www.seloger.com/annonces/achat/appartement/toulon-83/259532241.htm?serp_view=list&search=distributionTypes%3DBuy%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR34378%26priceMax%3D500000%26page%3D4&sort_order_ab_test=sort_order_variant&feature_aiEnrichment=true#ln=classified_search_results&m=classified_search_results_classified_classified_detail_L,2026-03-09T15:42:45.433111+00:00
SeLoger,"1 / 10 D Bouquet 220 000 € et 800 €/mois Découvrez les options de financement Maison en viager · occupé 4 pièces · 2 chambres · 131 m² Le Faron-Fort-Rouge, Toul",220000.0,131.0,,Maison,,https://www.seloger.com/annonces/achat/maison/toulon-83/le-faron-fort-rouge/234113527.htm?serp_view=list&search=distributionTypes%3DBuy%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR34378%26priceMax%3D500000%26page%3D4&sort_order_ab_test=sort_order_variant&feature_aiEnrichment=true#ln=classified_search_results&m=classified_search_results_classified_classified_detail_L,2026-03-09T15:42:45.433111+00:00
SeLoger,1 / 14 D Bouquet 213 805 € Découvrez les options de financement Maison en viager 4 pièces · 2 chambres · 107 m² Toulon (83200) Exclusivité VICTORIA IMMOBILIER,213805.0,107.0,,Maison,,https://www.seloger.com/annonces/achat/maison/toulon-83/254780067.htm?serp_view=list&search=distributionTypes%3DBuy%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR34378%26priceMax%3D500000%26page%3D4&sort_order_ab_test=sort_order_variant&feature_aiEnrichment=true#ln=classified_search_results&m=classified_search_results_classified_classified_detail_L,2026-03-09T15:42:45.433111+00:00
SeLoger,"1 / 12 D 295 000 € 3 440 €/m² Découvrez les options de financement Appartement à vendre 3 pièces · 2 chambres · 85,8 m² · Étage 5/6 Toulon (83000) Exclusivité I",295000.0,85.8,,Appartement,,https://www.seloger.com/annonces/achat/appartement/toulon-83/252279275.htm?serp_view=list&search=distributionTypes%3DBuy%26estateTypes%3DHouse%2CApartment%26locations%3DAD08FR34378%26priceMax%3D500000%26page%3D4&sort_order_ab_test=sort_order_variant&feature_aiEnrichment=true#ln=classified_search_results&m=classified_search_results_classified_classified_detail_L,2026-03-09T15:42:45.433111+00:00
